type dayOfWeek location
"Aid Response" 0 "(47.612715999999999, -122.345399)"
"Aid Response" 4 "(47.539665999999997, -122.322298)"
"Aid Response" 4 "(47.614077000000002, -122.32059)"
"Medic Response" 4 "(47.602519999999998, -122.329645)"
"Aid Response" 4 "(47.608227999999997, -122.33486600000001)"
"Aid Response Yellow" 4 "(47.601649000000002, -122.302324)"
"Trans to AMR" 4 "(47.551824000000003, -122.288335)"
"Motor Vehicle Accident Freeway" 4 "(47.656660000000002, -122.347416)"
"Aid Response" 4 "(47.603698000000001, -122.329187)"
"Aid Response" 4 "(47.611857000000001, -122.339977)"
"Medic Response- 7 per Rule" 4 "(47.701196000000003, -122.305572)"
"Medic Response" 4 "(47.701756000000003, -122.335022)"
"Aid Response" 4 "(47.550136000000002, -122.374989)"
"Aid Response" 4 "(47.712167000000001, -122.312433)"
"Investigate Out Of Service" 4 "(47.644765999999997, -122.395611)"
"Aid Response" 4 "(47.545436000000002, -122.387209)"
"Aid Response" 4 "(47.622242, -122.332995)"
"Automatic Medical Alarm" 4 "(47.635959, -122.282644)"
"Aid Response" 4 "(47.618907, -122.320857)"
"Medic Response" 4 "(47.694904999999999, -122.343784)"
"Aid Response" 4 "(47.616988999999997, -122.330811)"
"Aid Response" 4 "(47.601717999999998, -122.331581)"
"Aid Response" 4 "(47.540556000000002, -122.28611100000001)"
"Aid Response" 4 "(47.665036000000001, -122.333719)"
"Aid Response Yellow" 4 "(47.679461000000003, -122.322756)"
"Aid Response" 4 "(47.685271999999998, -122.375449)"
"Aid Response" 4 "(47.583623000000003, -122.30555699999999)"
"Medic Response" 4 "(47.610971999999997, -122.34046499999999)"
"Aid Response" 4 "(47.622242, -122.332995)"
"Aid Response" 4 "(47.643546000000001, -122.388937)"
"Motor Vehicle Accident" 4 "(47.564926, -122.407076)"
"Aid Response" 4 "(47.600194000000002, -122.330541)"
"Medic Response" 4 "(47.526215999999998, -122.360471)"
"Aid Response" 4 "(47.662843000000002, -122.289226)"
"Aid Response" 4 "(47.701756000000003, -122.335022)"
"Aid Response" 4 "(47.612006999999998, -122.329116)"
"Medic Response" 4 "(47.674836999999997, -122.33437000000001)"
"Aid Response" 4 "(47.645564999999998, -122.30671)"
"Medic Response" 4 "(47.619729999999997, -122.345007)"
"Aid Response" 4 "(47.614534999999997, -122.34054)"
"Aid Response" 4 "(47.523055999999997, -122.319795)"
"Auto Fire Alarm" 4 "(47.610971999999997, -122.34046499999999)"
"Medic Response" 4 "(47.595540999999997, -122.298643)"
"Automatic Medical Alarm" 4 "(47.677970999999999, -122.331816)"
"Medic Response" 4 "(47.530078000000003, -122.346767)"
"Hang-Up- Aid" 4 "(47.606444000000003, -122.325563)"
"Medic Response" 4 "(47.668005999999998, -122.306487)"
"Medic Response" 4 "(47.707121000000001, -122.34204)"
"Aid Response" 4 "(47.618127999999999, -122.325931)"
"Trans to AMR" 4 "(47.622069000000003, -122.32915)"
"Trans to AMR" 4 "(47.656117999999999, -122.319795)"
"Medic Response" 4 "(47.539431999999998, -122.321545)"
"Aid Response" 4 "(47.6631, -122.314238)"
"Auto Fire Alarm" 4 "(47.588436999999999, -122.315855)"
"Medic Response" 4 "(47.524096999999998, -122.39018299999999)"
"Aid Response" 4 "(47.630448000000001, -122.35660900000001)"
"Aid Response" 4 "(47.543675, -122.391532)"
"Medic Response" 4 "(47.571407999999998, -122.29100099999999)"
"Automatic Fire Alarm Resd" 4 "(47.663798999999997, -122.275835)"
"Trans to AMR" 4 "(47.588436999999999, -122.315855)"
"Aid Response" 4 "(47.615780999999998, -122.334715)"
"Aid Response Yellow" 4 "(47.588436999999999, -122.315729)"
"Natural Gas Odor" 4 "(47.667121000000002, -122.31952699999999)"
"Aid Response" 4 "(47.613709999999998, -122.33220900000001)"
"Aid Response" 4 "(47.656936999999999, -122.357581)"
"Medic Response" 4 "(47.579884, -122.295179)"
"1RED 1 Unit" 4 "(47.657758999999999, -122.366152)"
"Medic Response" 4 "(47.676122999999997, -122.280886)"
"Medic Response" 4 "(47.670175, -122.378984)"
"Medic Response" 4 "(47.723222999999997, -122.351624)"
"Rescue Elevator" 4 "(47.619219000000001, -122.326346)"
"Aid Response" 4 "(47.602519999999998, -122.329645)"
"Motor Vehicle Accident" 4 "(47.561084999999999, -122.36287299999999)"
"Aid Response" 4 "(47.523246, -122.27920899999999)"
"Aid Response" 4 "(47.626322000000002, -122.34886299999999)"
"Medic Response" 4 "(47.571407999999998, -122.29100099999999)"
"Aid Response" 4 "(47.615085999999998, -122.335521)"
"Aid Response" 4 "(47.521026999999997, -122.361794)"
"Aid Response" 4 "(47.606088, -122.332909)"
"Aid Response" 4 "(47.659849999999999, -122.317742)"
"Auto Fire Alarm" 4 "(47.701428999999997, -122.344202)"
"Aid Response" 4 "(47.616419999999998, -122.35365)"
"Medic Response" 4 "(47.723230999999998, -122.354167)"
"Aid Response" 4 "(47.609755, -122.337782)"
"Medic Response" 4 "(47.663580000000003, -122.335094)"
"Aid Response" 4 "(47.524453999999999, -122.264633)"
"Aid Response" 4 "(47.538881000000003, -122.284744)"
"Motor Vehicle Accident" 4 "(47.686936000000003, -122.36600199999999)"
"Aid Response" 4 "(47.610613999999998, -122.332447)"
"Automatic Fire Alarm Resd" 4 "(47.656350000000003, -122.38576500000001)"
"Medic Response" 4 "(47.537303000000001, -122.368645)"
"Aid Response" 4 "(47.602164999999999, -122.330856)"
"Aid Response" 4 "(47.512597999999997, -122.25351000000001)"
"Medic Response" 4 "(47.503121, -122.374804)"
"Medic Response" 4 "(47.524931000000002, -122.38514600000001)"
"Medic Response" 4 "(47.602114, -122.330809)"
"Medic Response" 4 "(47.594149999999999, -122.32905)"
"Car Fire" 4 "(47.619959999999999, -122.31373600000001)"
"Water Job Minor" 4 "(47.603237, -122.33794399999999)"
"Investigate Out Of Service" 4 "(47.560462000000001, -122.301118)"
"Medic Response" 4 "(47.539419000000002, -122.390816)"
"Aid Response" 4 "(47.585479999999997, -122.298131)"
"Auto Fire Alarm" 4 "(47.61392, -122.35140199999999)"
"Medic Response" 4 "(47.561849000000002, -122.310818)"
"Motor Vehicle Accident" 4 "(47.714239999999997, -122.334087)"
"Rescue Elevator" 4 "(47.601519000000003, -122.33026599999999)"
"Rescue Water" 4 "(47.640355999999997, -122.259147)"
"Motor Vehicle Accident" 4 "(47.620888000000001, -122.342382)"
"Medic Response" 4 "(47.542233000000003, -122.272638)"
"Aid Response" 4 "(47.620815, -122.33258499999999)"
"Medic Response" 4 "(47.726863999999999, -122.348012)"
"Medic Response- 7 per Rule" 4 "(47.675775000000002, -122.30257899999999)"
"Auto Fire Alarm" 4 "(47.613062999999997, -122.34003300000001)"
"Aid Response" 4 "(47.607128000000003, -122.326189)"
"Medic Response" 4 "(47.650089000000001, -122.322096)"
"Investigate In Service" 4 "(47.603341999999998, -122.33500100000001)"
"Medic Response" 4 "(47.554642000000001, -122.30986)"
"Aid Response" 4 "(47.703403000000002, -122.333906)"
"Medic Response" 4 "(47.546277000000003, -122.385738)"
"Medic Response- 7 per Rule" 4 "(47.655572999999997, -122.35950200000001)"
"Auto Fire Alarm" 4 "(47.660727999999999, -122.429295)"
"Aid Response" 4 "(47.727279000000003, -122.33961499999999)"
"Aid Response" 4 "(47.606834999999997, -122.33819699999999)"
"Medic Response" 4 "(47.669550999999998, -122.384743)"
"Aid Response" 4 "(47.612963000000001, -122.320762)"
"Medic Response" 4 "(47.580993999999997, -122.300167)"
"Aid Response" 4 "(47.614086999999998, -122.31912699999999)"
"Aid Response" 4 "(47.550469999999997, -122.28333000000001)"
"Aid Response" 4 "(47.533692000000002, -122.283424)"
"Aid Response" 4 "(47.623716999999999, -122.360635)"
"Aid Response" 4 "(47.599238999999997, -122.30896799999999)"
"Aid Response" 4 "(47.604413000000001, -122.329842)"
"Aid Response Yellow" 4 "(47.598353000000003, -122.325793)"
"Auto Fire Alarm" 4 "(47.575294999999997, -122.325979)"
"Trans to AMR" 4 "(47.641162999999999, -122.389027)"
"4RED - 2 + 1 + 1" 4 "(47.571980000000003, -122.296727)"
"Aid Response" 4 "(47.668674000000003, -122.380771)"
"Aid Response" 4 "(47.564323000000002, -122.301511)"
"Medic Response" 4 "(47.678339999999999, -122.32895000000001)"
"Auto Fire Alarm" 4 "(47.674163, -122.31870499999999)"
"Aid Response" 4 "(47.732149, -122.315174)"
"Aid Response" 4 "(47.726860000000002, -122.345017)"
"Aid Response" 4 "(47.725020999999998, -122.34499700000001)"
"Medic Response" 4 "(47.708610999999998, -122.325941)"
"Medic Response" 4 "(47.603560999999999, -122.305044)"
"Aid Response" 4 "(47.571407999999998, -122.29100099999999)"
"Medic Response" 4 "(47.601672000000001, -122.305031)"
"Aid Response Yellow" 4 "(47.720101, -122.29272899999999)"
"Aid Response" 4 "(47.670175, -122.378984)"
"Aid Response" 4 "(47.592047000000001, -122.297388)"
"Aid Response" 4 "(47.668655000000001, -122.392858)"
"Aid Response" 4 "(47.708934999999997, -122.32056900000001)"
"Aid Response" 4 "(47.661332999999999, -122.322956)"
"Aid Response" 4 "(47.588009, -122.317277)"
"Medic Response" 5 "(47.597405999999999, -122.317228)"
"Aid Response" 5 "(47.722898999999998, -122.293194)"
"Trans to AMR" 5 "(47.661338999999998, -122.323981)"
"Fire in Single Family Res" 5 "(47.549176000000003, -122.345544)"
"Medic Response" 5 "(47.623213, -122.307305)"
"Aid Response" 5 "(47.568767000000001, -122.370751)"
"Aid Response" 5 "(47.523246, -122.27920899999999)"
"Aid Response" 5 "(47.622273, -122.322022)"
"Motor Vehicle Accident" 5 "(47.526783000000002, -122.39275600000001)"
"Aid Response" 5 "(47.615026999999998, -122.335199)"
"Aid Response" 5 "(47.617942999999997, -122.334397)"
"Aid Response" 5 "(47.619908000000002, -122.32087300000001)"
"Trans to AMR" 5 "(47.618001999999997, -122.329183)"
"Aid Response" 5 "(47.601770999999999, -122.285174)"
"Aid Response" 5 "(47.714163999999997, -122.301777)"
"Aid Response" 5 "(47.602812999999998, -122.33144900000001)"
"Medic Response" 5 "(47.639859000000001, -122.40099499999999)"
"Aid Response" 5 "(47.602769000000002, -122.33140899999999)"
"Auto Fire Alarm" 5 "(47.650095, -122.30673899999999)"
"Aid Response" 5 "(47.558987999999999, -122.376234)"
"Aid Response" 5 "(47.690573000000001, -122.39832699999999)"
"Aid Response" 5 "(47.605226999999999, -122.32074900000001)"
"Automatic Medical Alarm" 5 "(47.579424000000003, -122.316025)"
"Aid Response" 5 "(47.709488, -122.323301)"
"Aid Response" 5 "(47.600873, -122.332877)"
"Medic Response" 5 "(47.544682999999999, -122.376445)"
"Motor Vehicle Accident" 5 "(47.618496999999998, -122.327854)"
"Aid Response" 5 "(47.727122000000001, -122.31201799999999)"
"Aid Response" 5 "(47.577103999999999, -122.405413)"
"Aid Response" 5 "(47.588414, -122.309467)"
"Medic Response" 5 "(47.552182999999999, -122.29043900000001)"
"Aid Response" 5 "(47.601311000000003, -122.33161)"
"Aid Response" 5 "(47.557037000000001, -122.282933)"
"Auto Fire Alarm" 5 "(47.656536000000003, -122.306679)"
"Medic Response" 5 "(47.546793999999998, -122.283355)"
"Medic Response" 5 "(47.623337999999997, -122.310041)"
"Medic Response" 5 "(47.498601000000001, -122.264206)"
"Aid Response" 5 "(47.617942999999997, -122.334397)"
"Aid Response" 5 "(47.633723000000003, -122.370378)"
"Aid Response" 5 "(47.617913000000001, -122.33425099999999)"
"Aid Response" 5 "(47.605620999999999, -122.324591)"
"Aid Response" 5 "(47.617151, -122.326756)"
"Aid Response" 5 "(47.611942999999997, -122.325987)"
"Alarm Bell" 5 "(47.546852999999999, -122.37192899999999)"
"Trans to AMR" 5 "(47.614815, -122.346964)"
"Activated CO Detector" 5 "(47.533662, -122.272457)"
"Aid Response" 5 "(47.701324999999997, -122.323127)"
"Aid Response" 5 "(47.641863000000001, -122.30033)"
"Aid Response" 5 "(47.623337999999997, -122.310041)"
"Medic Response" 5 "(47.617316000000002, -122.347229)"
"Auto Fire Alarm" 5 "(47.549610999999999, -122.363016)"
"Medic Response" 5 "(47.724670000000003, -122.344993)"
"Medic Response" 5 "(47.528278, -122.261533)"
"Aid Response" 5 "(47.603515999999999, -122.308965)"
"Food On The Stove" 5 "(47.614714999999997, -122.35076100000001)"
"Hazardous Mat- Spill-Leak" 5 "(47.561849000000002, -122.310818)"
"Hang-Up- Aid" 5 "(47.708601999999999, -122.32458800000001)"
"Aid Response" 5 "(47.650851000000003, -122.37489600000001)"
"Medic Response" 5 "(47.617316000000002, -122.347229)"
"Aid Response" 5 "(47.599967999999997, -122.328965)"
"Medic Response" 5 "(47.607218000000003, -122.320752)"
"Aid Response" 5 "(47.678023000000003, -122.395864)"
"Aid Response" 5 "(47.614600000000003, -122.342634)"
"Automatic Fire Alarm Resd" 5 "(47.691262000000002, -122.34022899999999)"
"Aid Response" 5 "(47.612136, -122.335373)"
"Medic Response" 5 "(47.613036999999998, -122.326981)"
"Automatic Fire Alarm Resd" 5 "(47.665047999999999, -122.35697)"
"Aid Response Yellow" 5 "(47.614390999999998, -122.338314)"
"Aid Response" 5 "(47.656942000000001, -122.36131399999999)"
"Medic Response" 5 "(47.606175999999998, -122.30277700000001)"
"Aid Response" 5 "(47.693904000000003, -122.28279999999999)"
"Medic Response" 5 "(47.627191000000003, -122.356404)"
"Automatic Fire Alarm Resd" 5 "(47.663798999999997, -122.275835)"
"Aid Response" 5 "(47.614077000000002, -122.32060300000001)"
"Trans to AMR" 5 "(47.691287000000003, -122.344531)"
"Aid Response" 5 "(47.543546999999997, -122.320218)"
"Aid Response" 5 "(47.614224, -122.31814300000001)"
"Automatic Fire Alarm False" 5 "(47.692714000000002, -122.355324)"
"Aid Response" 5 "(47.709488, -122.323301)"
"Auto Fire Alarm" 5 "(47.610149999999997, -122.333556)"
"Trans to AMR" 5 "(47.589776999999998, -122.314854)"
"Aid Response Yellow" 5 "(47.596676000000002, -122.32637)"
"Natural Gas Odor" 5 "(47.662135999999997, -122.35003399999999)"
"Trans to AMR" 5 "(47.531475, -122.360444)"
"Medic Response" 5 "(47.598350000000003, -122.32375399999999)"
"Auto Fire Alarm" 5 "(47.654102999999999, -122.37491)"
"Aid Response Freeway" 5 "(47.687109999999997, -122.327006)"
"Aid Response" 5 "(47.573020999999997, -122.381394)"
"Aid Response" 5 "(47.600194000000002, -122.330541)"
"Rescue Elevator" 5 "(47.614085000000003, -122.319434)"
"Trans to AMR" 5 "(47.613011, -122.326948)"
"Aid Response" 5 "(47.675991000000003, -122.364008)"
"Aid Response" 5 "(47.617764000000001, -122.30883300000001)"
"Aid Response" 5 "(47.599167000000001, -122.327778)"
"Automatic Medical Alarm" 5 "(47.533392999999997, -122.357737)"
"Aid Response Freeway" 5 "(47.664974999999998, -122.322863)"
"Aid Response" 5 "(47.701756000000003, -122.335022)"
"Medic Response" 5 "(47.623337999999997, -122.310041)"
"Aid Response" 5 "(47.660328999999997, -122.317729)"
"Aid Response" 5 "(47.709062000000003, -122.35548300000001)"
"Medic Response" 5 "(47.597392999999997, -122.325062)"
"Alarm Bell" 5 "(47.581944, -122.316013)"
"Aid Response" 5 "(47.529367000000001, -122.269988)"
"Medic Response" 5 "(47.674143999999998, -122.28914399999999)"
"Motor Vehicle Accident" 5 "(47.579810999999999, -122.33420099999999)"
"Aid Response" 5 "(47.612986999999997, -122.322093)"
"Aid Response" 5 "(47.606211999999999, -122.320559)"
"Aid Response" 5 "(47.599207999999997, -122.335909)"
"Aid Response" 5 "(47.544001000000002, -122.31013299999999)"
"Aid Response" 5 "(47.531432000000002, -122.28068500000001)"
"Aid Response" 5 "(47.614317, -122.316839)"
"Aid Response" 5 "(47.701756000000003, -122.335022)"
"Aid Response" 5 "(47.618493000000001, -122.32672599999999)"
"Brush Fire" 5 "(47.589919999999999, -122.322315)"
"Rescue Lock In/Out" 5 "(47.679461000000003, -122.322756)"
"Brush Fire" 5 "(47.588028000000001, -122.320555)"
"Motor Vehicle Accident" 5 "(47.664892999999999, -122.311937)"
"Medic Response" 5 "(47.616498999999997, -122.32554500000001)"
"Auto Fire Alarm" 5 "(47.614815, -122.346964)"
"Aid Response" 5 "(47.630622000000002, -122.354142)"
"Aid Response" 5 "(47.684012000000003, -122.35871899999999)"
"Aid Response" 5 "(47.615788999999999, -122.336507)"
"Hang-Up- Aid" 5 "(47.59919, -122.324457)"
"Aid Response" 5 "(47.626280999999999, -122.34755699999999)"
"Medic Response" 5 "(47.642341000000002, -122.36891900000001)"
"Medic Response" 5 "(47.605159, -122.33512899999999)"
"Aid Response" 5 "(47.604875999999997, -122.328734)"
"Trans to AMR" 5 "(47.579157000000002, -122.298767)"
"Aid Response" 5 "(47.654882000000001, -122.309383)"
"Aid Response" 5 "(47.659709999999997, -122.346687)"
"1RED 1 Unit" 5 "(47.595821999999998, -122.31700600000001)"
"Auto Fire Alarm" 5 "(47.661385000000003, -122.30547199999999)"
"Aid Response" 5 "(47.625718999999997, -122.358249)"
"Aid Response" 5 "(47.633702, -122.358323)"
"Medic Response" 5 "(47.662880000000001, -122.35397399999999)"
"Aid Response" 5 "(47.615513999999997, -122.310151)"
"Hang-Up- Aid" 5 "(47.601674000000003, -122.306219)"
"Aid Response" 5 "(47.614207, -122.294875)"
"Medic Response- 7 per Rule" 5 "(47.693460999999999, -122.344556)"
"Aid Response" 5 "(47.615876999999998, -122.35052)"
"Hang-Up- Aid" 5 "(47.683976999999999, -122.333747)"
"Aid Response" 5 "(47.714163999999997, -122.301777)"
"Aid Response" 5 "(47.617316000000002, -122.347229)"
"Trans to AMR" 5 "(47.719619000000002, -122.35553899999999)"
"Aid Response" 5 "(47.600011000000002, -122.314133)"
"Aid Response" 5 "(47.696311000000001, -122.356701)"
"EVENT - Special Event" 5 "(47.595692999999997, -122.33327300000001)"
"Aid Response Yellow" 5 "(47.720886999999998, -122.31267200000001)"
"Aid Response" 5 "(47.680931000000001, -122.400019)"
"Aid Response" 5 "(47.650427000000001, -122.374894)"
"Aid Response" 5 "(47.685271999999998, -122.375449)"
"Motor Vehicle Accident" 5 "(47.637144999999997, -122.355602)"
"Spill- Non-Hazmat" 5 "(47.690655, -122.365993)"
"Medic Response" 5 "(47.571250999999997, -122.385728)"
"Aid Response" 5 "(47.603060999999997, -122.337788)"
"Auto Fire Alarm" 5 "(47.678789000000002, -122.262227)"
"Medic Response" 5 "(47.722023, -122.337958)"
"Automatic Fire Alarm Resd" 5 "(47.595370000000003, -122.29906)"
"Medic Response" 5 "(47.612136, -122.335373)"
"Medic Response" 5 "(47.649774999999998, -122.35098499999999)"
"EVENT - Special Event" 5 "(47.595692999999997, -122.33327300000001)"
"Trans to AMR" 5 "(47.610742999999999, -122.338702)"
"Aid Response" 5 "(47.539419000000002, -122.390816)"
"Aid Response" 5 "(47.603982000000002, -122.33558600000001)"
"Aid Response" 5 "(47.610550000000003, -122.329318)"
"Medic Response" 5 "(47.672615, -122.365061)"
"Aid Response" 5 "(47.705249000000002, -122.34603799999999)"
"Alarm Bell" 5 "(47.624606999999997, -122.36324)"
"Aid Response" 5 "(47.601649000000002, -122.302324)"
"Aid Response" 5 "(47.562035999999999, -122.378773)"
